monthly_cash_flow_sar,registration_age_months,defaulted
24644.26,170,0
238236.02,82,0
163131.85,218,0
203815.10,94,0
157426.78,192,0
14400.88,181,0
206566.62,37,0
184381.47,81,0
101378.27,5,0
104691.98,139,0
73976.97,144,1
105334.99,125,0
117429.88,219,0
43635.03,87,1
118517.52,70,0
29749.40,216,0
-23121.44,31,1
76062.19,59,0
173164.56,229,0
162124.13,75,0
111779.98,20,1
207438.60,200,1
32542.01,114,1
58553.42,70,0
123363.57,11,1
200625.99,133,0
231992.86,132,0
232298.92,183,0
-20438.65,89,1
-39813.41,5,1
181288.90,179,0
-37085.70,92,1
207292.37,2,0
96220.05,34,0
247665.96,126,0
-27722.86,119,0
24460.21,218,0
39563.41,200,0
123264.04,26,0
184059.34,147,0
105361.42,57,0
197586.95,22,0
5261.99,180,1
32921.85,138,0
-13527.47,230,0
37275.47,78,1
70630.70,154,0
226110.82,201,0
-31672.62,236,0
234854.57,97,0
-21413.16,11,1
54195.75,224,0
46071.63,191,0
-24335.80,112,0
35410.78,161,1
41955.57,95,0
223156.28,232,0
207731.51,77,0
-42942.77,25,1
79716.65,65,0
185098.99,93,0
149941.63,41,0
197269.37,221,0
187202.78,223,0
73521.74,8,0
151035.96,178,0
191260.33,23,0
39258.92,68,1
165003.99,122,1
124146.17,172,0
249096.47,69,0
207684.26,164,0
14674.89,124,0
161443.16,131,0
180279.24,54,0
113722.41,109,0
-2879.87,17,1
226445.35,100,0
135192.51,185,0
217600.62,12,0
37092.37,36,1
242376.85,209,0
81269.97,159,0
218453.85,39,0
177602.91,86,0
177125.95,230,0
221881.56,202,0
93658.16,165,0
82211.52,180,0
69667.39,200,0
-34174.03,26,1
238876.03,25,0
-48189.33,181,0
156233.67,168,0
85578.92,150,0
245925.83,27,0
47763.80,100,0
130731.37,214,0
202461.86,123,0
-16804.53,47,0
229780.37,89,0
68116.19,92,1
81536.56,16,0
77341.72,230,0
179230.22,88,0
103393.22,34,0
81751.97,36,0
114590.63,195,1
166791.72,229,0
231742.84,118,0
116737.36,25,0
103805.68,169,0
208612.58,100,0
79532.75,209,0
133092.10,228,0
-44709.35,148,1
-7205.97,145,0
67821.62,133,1
-9097.98,132,1
-25622.70,191,0
50561.81,126,0
150310.85,76,0
106604.93,192,0
181290.23,32,0
239703.12,183,0
93670.49,150,1
115468.37,148,0
143978.17,200,0
76464.62,42,0
149135.25,117,0
247734.82,112,0
-19349.96,41,1
172242.79,81,0
124275.25,178,0
122000.97,184,0
159401.27,129,0
49211.05,9,0
120000.20,89,0
19121.77,125,0
150822.75,2,1
235512.14,191,0
49884.05,195,0
198308.58,84,1
180342.26,99,0
198757.73,7,0
138369.59,176,0
-12944.51,60,1
107453.37,213,0
24701.72,173,1
169083.25,189,0
-10947.81,86,1
148543.37,156,0
231510.40,131,0
72822.81,187,0
142801.00,28,0
179532.98,45,0
13624.27,56,0
224566.75,131,0
31384.33,88,0
-29803.20,6,1
56391.86,210,0
241854.63,159,0
243270.25,232,0
120031.10,34,0
207199.05,96,0
102600.67,102,0
213873.24,192,0
77920.74,92,1
193743.75,185,0
217900.38,162,0
219357.06,4,0
179815.76,64,0
-41435.54,36,1
-3531.57,111,0
29394.74,60,1
235782.17,160,0
5857.52,136,1
-12727.84,96,1
95328.45,50,0
140086.83,7,0
42690.64,27,1
206319.09,10,0
140495.30,112,1
124435.50,160,0
-40059.28,160,0
169068.07,49,1
-36938.42,59,1
36067.22,216,0
188411.50,179,0
-37686.99,145,0
174061.98,16,1
223238.32,48,0
67032.18,200,0
135553.64,7,0
84290.55,186,1
38127.18,27,1
94934.99,175,0
-2418.12,212,0
249866.27,172,0
133781.88,26,0
130421.05,73,0
-30436.23,181,0
113868.80,124,0
207801.98,117,0
212874.34,123,0
5582.52,152,1
248458.93,204,0
56152.46,30,0
106739.04,114,0
-3946.19,195,0
159090.68,91,0
48730.97,40,0
185006.82,116,0
65942.75,228,0
112740.71,179,0
-49718.49,146,1
17341.44,67,1
199392.62,155,0
243331.26,41,0
46542.71,108,0
118962.14,90,0
88350.49,102,0
38488.63,35,1
84228.15,71,1
179076.58,168,0
12564.05,22,1
15066.04,112,0
11829.03,77,1
170753.02,238,0
71248.69,35,0
231318.40,101,0
-32483.74,124,1
145547.57,228,1
-1265.93,14,1
-9109.67,159,0
52086.36,159,0
231573.70,216,0
163003.44,119,0
222994.79,181,0
-15172.54,230,0
84670.52,10,1
225942.93,127,0
117601.27,206,0
-20660.38,82,1
-24618.95,216,1
557.96,62,1
197420.92,75,0
515.02,190,1
-48676.47,48,1
210483.52,121,0
118330.10,226,0
-41100.00,130,0
182347.49,168,0
4423.61,203,0
201779.92,122,0
-15308.87,85,1
41966.02,219,0
-25366.59,194,0
236546.97,61,0
180324.52,172,0
14792.28,41,1
218082.83,14,0
25277.29,162,1
-40074.80,25,1
78008.61,200,0
-20794.19,35,1
224621.97,140,0
186204.59,31,0
-13887.81,84,1
228767.93,120,0
206359.79,22,0
-43505.28,155,0
173118.04,66,0
108651.59,192,0
143951.69,129,0
91880.91,121,1
218471.80,175,0
182394.96,168,0
120705.25,131,0
3133.81,75,0
182590.45,150,0
28086.08,68,0
-1753.84,167,0
158159.14,212,0
107584.11,84,0
160554.76,228,0
166879.83,81,0
40896.87,174,0
247607.45,220,0
142837.38,132,0
6418.80,130,0
249131.35,85,0
140239.53,1,0
229492.04,124,0
-37198.11,98,0
227995.84,112,0
-37368.58,186,0
-17328.89,91,1
-28076.81,45,0
116375.72,172,0
212535.93,240,0
201725.73,240,0
204157.43,56,0
129858.46,233,0
141359.21,37,0
40293.41,41,0
158328.22,218,0
129083.33,226,0
-24075.55,70,0
21495.80,144,0
156839.84,133,0
-6997.87,31,1
50242.32,105,0
117936.91,15,1
160531.73,226,0
235706.88,43,1
16884.09,169,0
182361.85,170,0
177192.39,194,0
69123.15,14,0
-30596.85,227,1
167025.58,196,0
105850.30,217,0
-3710.57,15,1
31551.42,22,0
188304.68,152,0
69396.47,17,1
165181.94,77,0
117087.68,115,0
-40977.76,164,0
7534.38,163,1
102849.33,223,0
35244.82,127,0
84548.11,174,1
104386.47,22,1
69206.98,36,1
181963.54,101,0
62189.91,5,1
-29861.99,232,0
208783.77,68,0
65846.55,105,0
21874.76,101,1
-49325.35,239,0
-48486.07,214,0
-46626.90,74,1
10810.80,172,0
105534.44,117,1
173659.50,130,0
69001.38,184,0
65924.13,72,0
-47900.88,131,1
216665.14,139,0
172838.53,124,0
190993.87,147,0
158833.33,120,0
48931.33,183,1
16106.53,210,0
93410.15,41,0
-47850.31,66,1
107496.79,30,0
109065.68,15,1
206192.10,21,0
16689.82,66,1
120759.92,226,0
194814.10,6,0
224979.18,154,0
55931.57,10,0
226612.00,15,0
249371.67,206,0
129293.17,132,0
5848.98,77,1
104028.24,47,0
239898.54,192,0
-23981.28,12,1
162721.95,8,0
115236.40,196,0
59714.46,118,0
117327.75,155,1
-48013.82,109,1
190465.02,210,0
30357.75,8,1
246779.51,24,0
79665.09,94,1
-28396.87,175,1
179600.99,66,1
201670.59,34,0
211017.54,132,0
147478.54,7,0
109057.19,201,0
162062.55,126,0
91017.83,153,0
127404.07,55,0
233815.43,2,0
115039.62,95,0
160684.36,56,0
40994.32,131,1
71591.94,206,0
242731.67,172,0
21629.57,82,1
241985.02,74,0
109445.90,144,0
66945.16,12,0
183072.16,136,0
-39146.33,67,1
177693.44,39,0
-45240.90,1,1
-32007.68,218,1
58724.64,190,0
220755.05,50,0
66708.62,87,0
154905.35,98,0
97605.47,107,0
-39253.13,179,0
123280.20,217,0
155976.88,86,0
-28120.91,123,0
117682.67,59,0
-36494.81,10,1
159560.37,166,0
111471.55,58,0
23172.58,163,0
217426.55,53,0
214454.56,67,0
130125.69,160,0
-39118.54,216,0
111166.37,235,0
84014.66,115,0
199263.43,96,0
223371.06,78,0
208822.04,42,0
206590.60,201,0
5807.79,172,0
31023.65,142,0
60561.89,25,0
136810.28,91,0
216636.57,124,0
209690.87,193,0
105706.43,107,0
245876.58,162,0
-45177.87,135,0
183314.83,240,0
183573.31,209,0
172909.48,54,0
59873.96,240,0
-35933.73,10,0
140557.71,127,0
15888.04,160,0
166415.24,75,0
-31673.24,198,0
236788.65,225,0
64957.15,99,0
151334.34,218,0
126582.96,7,0
229734.44,85,0
162743.29,85,0
164772.32,218,0
88049.37,10,0
44752.93,45,0
74782.89,161,0
234874.05,238,0
191421.93,16,0
-42497.58,105,1
64903.27,230,0
-17723.38,61,1
-13924.82,123,0
209439.23,144,0
149945.22,173,0
26818.28,179,1
239949.61,168,0
200332.71,22,0
176517.97,207,0
167209.63,47,0
58525.78,34,1
33454.26,41,0
60765.07,36,0
90703.87,79,1
220070.88,195,0
115514.46,138,0
-24164.28,81,0
39564.11,80,0
110775.52,220,0
167080.20,134,0
236699.95,81,0
107134.19,91,0
87075.61,137,0
171014.75,41,0
164887.58,110,0
37460.62,93,1
76751.79,120,1
220715.22,66,1
120026.76,161,0
108572.82,72,0
-49073.22,9,1
231180.02,79,0
244996.08,212,0
90810.06,52,0
-30462.32,130,0
16438.82,31,0
208716.26,150,0
121892.91,194,0
140171.04,134,0
238509.27,50,0
149847.35,54,0
18780.64,145,1
157368.46,54,0
120957.32,31,1
25783.91,207,0
244100.31,104,0
113077.79,130,0
133141.76,141,0
47226.25,234,0
234282.47,157,0
89199.55,194,0
223022.76,108,0
151955.98,206,0
61140.66,24,0
196058.85,217,0
181257.22,137,0
-40608.96,132,1
47145.41,38,1
-6948.80,210,0
144117.54,172,0
100400.06,102,0
204197.38,12,0
117824.89,131,0
186087.40,122,0
65373.31,216,1
124454.11,60,0
-43558.76,159,1
10868.03,59,1
-26163.10,84,0
163283.86,115,0
22254.64,31,0
136210.96,39,1
19483.23,111,1
36659.49,229,0
68864.11,229,0
-7811.20,181,1
125518.66,67,0
144021.60,172,0
-44010.63,186,0
214371.98,27,0
86488.14,48,0
128796.21,232,0
55053.86,67,0
192471.93,211,0
89512.90,30,0
248356.53,50,0
188852.13,230,0
79133.27,104,1
66111.86,229,0
154484.34,139,0
108193.14,186,0
232938.62,2,0
41292.09,158,0
241799.77,217,0
11338.36,109,1
201574.73,84,0
-38542.53,137,0
196265.14,94,0
210806.65,115,0
-12068.55,24,0
40691.68,69,0
-45625.49,190,0
215649.22,93,0
38816.08,158,0
2496.72,75,0
-44603.26,93,1
-12501.38,85,1
34792.77,120,1
162339.48,62,0
177977.83,237,0
185090.07,184,0
129804.80,152,0
55894.76,130,1
14408.39,55,1
108904.61,194,0
128462.41,25,0
49026.87,1,1
132911.47,143,0
136575.73,106,0
245003.64,179,0
-23096.85,149,1
102615.50,49,1
163875.22,89,0
31686.85,83,1
217571.63,216,0
19921.26,194,0
163687.54,167,0
99676.08,114,0
35981.76,47,1
43753.44,214,0
139099.22,3,1
130469.36,136,0
38853.08,192,0
28059.02,118,0
106437.28,46,0
-40706.97,86,1
206047.11,28,0
79044.54,181,0
84593.01,144,0
117286.34,201,0
-24042.08,113,1
70171.28,234,0
232119.31,20,1
60115.30,141,1
88156.51,60,1
228070.49,162,0
50380.29,7,1
210712.95,202,0
137409.01,101,0
136898.09,193,0
199922.68,82,0
97775.62,81,0
161174.14,87,0
32885.92,155,0
28400.20,234,0
-11322.00,1,1
112299.67,191,0
18686.48,48,1
135722.97,51,0
43877.16,120,1
128297.83,216,0
18731.91,168,0
83569.43,4,0
118649.72,75,0
46481.72,112,1
-8391.01,191,1
129663.70,89,0
-3817.30,99,0
37708.12,49,1
185797.99,129,0
73708.23,130,0
19474.00,167,0
172360.53,18,0
-21213.45,148,0
187876.55,140,1
2780.88,111,0
66947.12,74,0
145351.88,134,0
140187.40,93,0
187700.26,177,0
157041.68,86,0
110265.49,28,0
-804.97,21,1
220905.38,80,0
7609.26,118,1
111057.44,190,0
212946.71,181,0
120735.43,164,0
226643.77,14,0
56317.86,225,0
93452.39,102,1
161235.66,181,0
71325.53,61,0
108673.23,8,1
132436.95,126,0
74359.48,146,0
189303.06,15,0
104499.63,122,0
217436.25,180,0
4101.45,38,0
178741.02,38,0
116101.01,145,0
167841.94,69,0
247482.68,83,0
243284.74,90,0
-44409.81,192,1
154172.61,220,0
-33684.24,61,1
108527.97,92,0
-18970.61,206,1
160006.05,104,0
81119.12,133,0
-44240.91,189,0
189912.18,108,0
1414.91,223,1
101378.64,169,0
-27219.49,69,1
156953.38,189,0
43118.49,221,0
-16469.84,199,1
61564.18,166,0
69351.48,90,0
164666.40,90,1
40323.11,168,0
14781.28,175,0
-17400.04,192,1
59361.68,221,0
75911.15,229,0
55548.39,137,0
-2630.73,49,1
189780.74,224,0
149180.31,47,0
189639.28,12,0
-49197.65,60,1
26577.51,34,1
230821.40,152,0
66532.44,174,1
102567.70,207,0
64449.42,44,0
-531.46,12,1
96842.53,64,0
21178.32,156,0
71579.24,46,0
188584.32,24,0
65285.20,173,0
141971.46,74,1
-25549.22,55,0
146746.25,157,0
162077.41,108,0
166444.99,201,0
-43027.96,208,1
49796.61,118,0
9680.07,63,0
72529.15,210,0
194281.16,175,0
93939.99,27,0
97919.63,163,0
1120.62,81,1
133232.08,115,0
26140.35,229,1
209739.03,197,0
209666.38,129,0
141002.86,64,0
-41659.85,105,0
180567.67,167,0
200530.09,106,0
80329.64,201,0
189107.46,90,0
-46300.30,116,0
145094.77,147,0
235901.16,75,0
17560.76,22,0
64855.30,86,0
178533.13,174,0
112408.88,106,0
13953.30,124,0
153335.46,118,0
43231.32,171,1
60222.71,15,1
156969.02,147,0
19806.97,238,0
224179.90,235,0
75358.50,61,1
68445.04,50,0
211995.46,7,0
233394.98,2,0
18152.22,48,1
-998.84,49,1
144166.14,78,0
32448.09,205,0
124985.95,74,0
56205.57,49,0
-29687.82,26,1
227497.91,69,0
80973.83,66,1
57951.94,182,0
36994.93,215,0
180562.47,176,0
-47749.90,50,1
197735.83,136,0
188617.76,56,0
139500.29,225,0
87478.05,32,0
123198.38,23,1
-11017.93,223,0
-40779.16,228,0
105950.53,215,0
138206.37,56,0
-2141.87,218,0
-2841.86,160,0
68469.50,13,0
-28660.83,127,1
105308.82,55,1
115422.65,62,1
138365.03,159,0
52093.43,72,0
108488.53,73,0
81803.97,82,1
220580.64,103,0
-5205.03,184,0
247168.27,6,0
179984.12,63,0
17069.53,239,0
-22237.59,186,0
23992.12,80,0
93556.36,176,0
155664.65,120,0
215981.81,129,0
156045.51,145,0
102055.41,108,0
240029.42,131,0
213505.76,119,0
78570.83,185,0
-49989.08,174,1
10779.83,22,1
150780.19,231,0
-35908.69,116,1
119803.93,95,1
35303.33,217,0
242993.35,13,0
42749.79,28,1
-44397.17,34,0
180182.50,105,0
108497.67,150,0
117119.89,129,0
63842.21,185,0
98620.84,94,0
-22181.06,60,1
240114.48,194,0
191745.16,84,0
138105.22,72,0
227905.04,42,0
56954.14,23,0
224475.06,176,0
77093.93,177,0
-5320.24,32,0
-27213.74,49,1
224677.99,177,0
-17726.94,148,0
149646.60,229,0
17373.95,136,0
61579.29,92,0
194643.80,230,0
-44760.29,197,1
-41548.34,189,0
1260.34,214,0
45441.14,80,0
60243.45,96,0
-24673.24,12,1
201081.28,172,0
-2360.37,112,0
58254.51,9,0
-9098.96,8,1
-16305.66,14,1
161874.66,92,0
244957.44,211,0
45524.08,233,0
16984.89,50,1
-5262.45,211,1
-23485.63,149,0
-18466.55,189,0
177913.08,131,0
41982.29,36,1
-22584.20,183,0
248124.88,12,1
42782.25,121,0
71335.39,171,0
94539.49,76,0
185608.77,221,0
239526.79,206,0
175231.46,128,0
1831.95,127,1
240951.38,47,0
174704.07,32,0
213447.36,113,0
167889.96,81,1
35589.24,202,0
101594.69,105,0
-3740.59,152,1
38609.64,215,0
-29980.66,114,1
156035.60,239,0
196135.99,206,0
52171.33,33,1
99607.11,213,0
104293.56,14,1
131739.93,238,0
-9858.32,125,0
77836.99,216,0
38514.35,20,1
-26130.47,147,0
26357.36,62,1
-337.21,111,1
101938.59,8,0
-14697.12,186,1
-28953.91,169,1
3837.18,96,1
140136.30,108,0
209418.46,180,0
184700.48,77,0
132261.97,139,0
9641.47,190,0
122905.39,17,0
-42242.92,16,1
166963.66,226,0
161701.08,223,0
-5773.11,115,1
222959.00,4,1
8085.79,22,1
184430.29,198,0
227960.99,5,0
-23019.15,3,1
139467.52,35,1
184347.78,169,0
224113.05,190,0
-32800.81,61,1
-9493.71,11,1
147838.97,113,0
37840.68,117,0
51980.45,229,0
-223.96,210,0
112400.96,116,0
17480.49,212,1
-40240.03,124,1
185585.02,63,1
717.37,168,1
215278.03,201,0
45961.99,160,0
-24293.34,50,1
222476.03,28,0
22733.64,18,1
-18258.66,110,1
164671.25,21,0
-47125.01,153,1
61663.11,66,1
146386.49,166,0
185962.48,156,0
105182.97,4,1
161419.81,85,0
83946.31,183,0
-7714.93,162,0
76656.87,128,0
82479.19,136,0
67165.68,186,0
-7538.40,43,0
141235.78,88,0
130405.83,228,0
15244.30,202,0
109775.80,17,0
239850.70,123,0
203675.66,125,0
96671.33,108,0
30482.61,30,1
164546.32,52,0
5877.80,176,0
242891.78,102,0
20059.11,208,0
-2131.30,99,0
126288.39,150,0
20109.00,25,1
73103.68,183,0
246220.19,186,0
71544.91,20,1
132886.99,115,0
5751.45,5,1
19284.05,33,1
63642.06,150,0
160734.21,239,0
29631.47,211,0
161285.73,28,1
64821.11,146,0
